cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,casparam,categorie
MCRR,5490,MICROCYSTINE-RR TOTALE,Microcystine-RR totale,111755-37-4,microbio
MCYR,5489,MICROCYSTINE-YR TOTALE,Microcystine-YR totale,101064-48-6,microbio
PSA100,1046,PSEUDOMONAS AÉRUGINOSA PAR 100ML,Pseudomonas aéruginosa par 100ml,,microbio
MCTOT,6278,SOMME DES MICROCYSTINES ANALYSÉES,Somme des microcystines analysées,,microbio
LEGIOSP,1047,LEGIONELLA SP,Legionella sp,,microbio
LPNEUML,1048,LÉGIONELLA PNEUMOPHILA SP (L),Légionella pneumophila sp (L),,microbio
CPS100L,1065,OOCYSTES TOTAUX CRYPTO SP/100 L,Oocystes totaux crypto sp/100 L,,microbio
GIA100L,1064,KYSTES TOTAUX GIARDIA SP/100L,Kystes totaux giardia sp/100L,,microbio
MCTOT,6278,SOMME DES MICROCYSTINES ANALYSÉES (CALCUL),Somme des microcystines analysées (calcul),,microbio
GIAI100,,KYSTES INTÈGRES GIARDIA SP/100 L,Kystes intègres giardia sp/100 L,,microbio
CPSI100,,OOCYSTES INTÈGRES CRYPTO SP/100 L,Oocystes intègres crypto sp/100 L,,microbio
CYANOBA,3206,CELLULES DE CYANOBACTÉRIES,Cellules de cyanobactéries,,microbio
LEGIO,1047,LEGIONELLA SP,Legionella sp,,microbio
LEGIOPL,1048,LÉGIONELLA PNEUMOPHILA SP (L),Légionella pneumophila sp (L),,microbio
MCLRD,2058,MICROCYSTINE-LR DISSOUTE,Microcystine-LR dissoute,101043-37-2,microbio
MCRRD,5490,MICROCYSTINE-RR DISSOUTE,Microcystine-RR dissoute,111755-37-4,microbio
MCYRD,5489,MICROCYSTINE-YR DISSOUTE,Microcystine-YR dissoute,101064-48-6,microbio
MCLA,6836,MICROCYSTINE-LA TOTALE,Microcystine-LA totale,96180-79-9,microbio
MCLRB,2058,MICROCYSTINE-LR DANS LA BIOMASSE,Microcystine-LR dans la biomasse,101043-37-2,microbio
MCRRB,5490,MICROCYSTINE-RR DANS LA BIOMASSE,Microcystine-RR dans la biomasse,111755-37-4,microbio
MCYRB,5489,MICROCYSTINE-YR DANS LA BIOMASSE,Microcystine-YR dans la biomasse,101064-48-6,microbio
CYANTOX,7742,CEL. DE CYANOBACTÉRIES TOXINOGÈNES,Cel. de cyanobactéries toxinogènes,,microbio
CYANO21,3186,MICROCYSTIS SP (CELLULES),Microcystis sp (cellules),,microbio
CYANO38,3203,WORONICHINIA SP (CELLULES),Woronichinia sp (cellules),,microbio
CYANO03,3168,APHANIZOMENON SP (CELLULES),Aphanizomenon sp (cellules),,microbio
PHYTOPL,3084,COLONIES DE PHYTOPLANCTONS,Colonies de phytoplanctons,,microbio
CYANO39,3204,PLANKTOTHRIX SP (CELLULES),Planktothrix sp (cellules),,microbio
CYANO27,3192,PSEUDANABAENA SP (CELLULES),Pseudanabaena sp (cellules),,microbio
CYANO26,3191,PLANKTOLYNGBYA SP (CELLULES),Planktolyngbya sp (cellules),,microbio
CYANO34,3199,SNOWELLA SP (CELLULES),Snowella sp (cellules),,microbio
CYANO28,3193,RHAPHIDIOPSIS SP (CELLULES),Rhaphidiopsis sp (cellules),,microbio
CYANO41,7921,CYANODICTYON (CELLULES),Cyanodictyon (cellules),,microbio
CYANO19,3184,MERISMOPEDIA SP (CELLULES),Merismopedia sp (cellules),,microbio
CYANO04,3169,APHANOCAPSA SP (CELLULES),Aphanocapsa sp (cellules),,microbio
CYANO08,3173,COELOMORON SP (CELLULES),Coelomoron sp (cellules),,microbio
CYANO24,3189,OSCILLATORIA SP (CELLULES),Oscillatoria sp (cellules),,microbio
CYANO46,7650,ROMERIA SP,Romeria sp,,microbio
CYANO09,3174,COELOSPHAERIUM SP (CELLULES),Coelosphaerium sp (cellules),,microbio
CYANO35,3200,SYNECHOCOCCUS SP (CELLULES),Synechococcus sp (cellules),,microbio
CYANO10,3175,CYLINDROSPERMOPSIS SP (CELLULES),Cylindrospermopsis sp (cellules),,microbio
CYANO17,3182,LIMNOTHRIX SP (CELLULES),Limnothrix sp (cellules),,microbio
CYANO43,7299,RADIOCYSTIS SP (CELLULES),Radiocystis sp (cellules),,microbio
CYANO11,3176,CYLINDROSPERMUM SP (CELLULES),Cylindrospermum sp (cellules),,microbio
CYANO02,3167,ANABAENOPSIS SP (CELLULES),Anabaenopsis sp (cellules),,microbio
CYANO05,3170,APHANOTHECE SP (CELLULES),Aphanothece sp (cellules),,microbio
CYANO25,3190,PHORMIDIUM SP (CELLULES),Phormidium sp (cellules),,microbio
CYANO14,3179,GOMPHOSPHERIA SP (CELLULES),Gomphospheria sp (cellules),,microbio
CYANO52,,KOMVOPHORON SP,Komvophoron sp,,microbio
CYANO51,7919,GEITLERINEMA SP,Geitlerinema sp,,microbio
CYANO32,3197,SPIRULINA SP (CELLULES),Spirulina sp (cellules),,microbio
CYANO18,3183,LYNGBYA SP (CELLULES),Lyngbya sp (cellules),,microbio
CYANO31,3196,SCYTONEMA SP (CELLULES),Scytonema sp (cellules),,microbio
CYANO23,3188,NOSTOC SP (CELLULES),Nostoc sp (cellules),,microbio
CYANO42,8586,LEPTOLYNGBYA (CELLULES),Leptolyngbya (cellules),,microbio
CYANO22,3187,NODULARIA SP (CELLULES),Nodularia sp (cellules),,microbio
CYANO07,3172,CHROOCOCCUS SP (CELLULES),Chroococcus sp (cellules),,microbio
CYANO29,3194,RHABDODERMA SP (CELLULES),Rhabdoderma sp (cellules),,microbio
CYANO45,8584,CYANOCATENA SP,Cyanocatena sp,,microbio
CYANO16,3181,LEMMERMANNIELLA SP (CELLULES),Lemmermanniella sp (cellules),,microbio
ECO_NPP,1449,ESCHERICHIA COLI (NPP/100ML),Escherichia Coli (NPP/100mL),,microbio
CT_NPP,1447,BACTÉRIES COLIFORMES (NPP/100ML),Bactéries coliformes (NPP/100mL),,microbio
CYANO01,3166,ANABAENA SP (CELLULES),Anabaena sp (cellules),,microbio
MCTOAEL,6278,TOTAL DES MICROCYSTINES ANALYSÉES - TEST ELISA,Total des microcystines analysées - test ELISA,,microbio
CYANO20,3185,MICROCOLEUS SP (CELLULES),Microcoleus sp (cellules),,microbio
CYANO15,3180,HAPALOSIPHON SP (CELLULES),Hapalosiphon sp (cellules),,microbio
CYANO36,3201,TRICHODESMIUM SP (CELLULES),Trichodesmium sp (cellules),,microbio
CYANO50,,SPHAEROSPERMOPSIS SP,Sphaerospermopsis sp,,microbio
CYANO06,3171,CALOTHRIX SP (CELLULES),Calothrix sp (cellules),,microbio
CYANO47,,PANNUS SP,Pannus sp,,microbio
CYANO12,3177,FISCHERELLA SP (CELLULES),Fischerella sp (cellules),,microbio
CYANO37,3202,UMEZAKIA SP (CELLULES),Umezakia sp (cellules),,microbio
CYANOBQ,,PRÉSENCE DE CYANOBACTÉRIES (O/N),Présence de cyanobactéries (O/N),,microbio
CYANO40,,HOMÉOTHRIX SP (CELLULES),Homéothrix sp (cellules),,microbio
CYANO13,3178,GLOEOTRICHIA SP (CELLULES),Gloeotrichia sp (cellules),,microbio
CYANO44,8585,SYNECHOCYSTIS SP,Synechocystis sp,,microbio
CYANO33,3198,SYMPLOCA SP (CELLULES),Symploca sp (cellules),,microbio
CYANO30,3195,SCHIZOTHRIX SP (CELLULES),Schizothrix sp (cellules),,microbio
CYATOXB,,CYANOBACTÉRIES TOXINOGÈNES,Cyanobactéries toxinogènes (exprimées en biovolume),,microbio
PSA250,1046,PSEUDOMONAS AÉRUGINOSA N/250ML -12H,Pseudomonas aéruginosa n/250ml -12h,,microbio
MCTOAEL,6278,MICROCYSTINES ANALYSÉES -TEST ELISA,Microcystines analysées -test ELISA,,microbio
CYANO60,,DOLICHOSPERMUM SP (CELLULES),Dolichospermum sp (cellules),,microbio
CYANO49,,RIVULARIA SP,Rivularia sp,,microbio
CYANOB1,2855,% DE COLONIES DE CYANOBACTÉRIES,% de colonies de cyanobactéries,,microbio
CYANO48,8111,CYANOGRANIS SP,Cyanogranis sp,,microbio
CYANO61,,CUSPIDOTHRIX SP,Cuspidothrix sp,,microbio
CYANO57,,CYANONEPHRON SP (CELLULES),Cyanonephron sp (cellules),,microbio
DMCRR,7859,DESMÉTHYL MICROCYSTINE RR TOTALE,desméthyl microcystine RR totale,131022-02-1,microbio
DMCLR,7860,DESMÉTHYL MICROCYSTINE LR TOTALE,desméthyl microcystine LR totale,120011-66-7,microbio
PHYPL_C,3260,CELLULES DE PHYTOPLANCTONS,Numération des cellules de phytoplanctons,,microbio
CYANOB2,2855,COLONIES DE CYANOBACTÉRIES,Colonies de cyanobactéries,,microbio
CYANO63,,CHRYSOSPORUM SP (CELLULES),Chrysosporum sp (cellules),,microbio
CYANBBA,3206,CYANOBACTÉRIES (EN BIOVOLUME),Cyanobactéries (exprimées en biovolume),,microbio
MCLF,7627,MICROCYSTINE-LF TOTALE,Microcystine-LF totale,154037-70-4,microbio
MCLW,7628,MICROCYSTINE-LW TOTALE,Microcystine-LW totale,157622-02-01,microbio
MCLY,7629,MICROCYSTINE-LY TOTALE,Microcystine-LY totale,123304-10-9,microbio
CYANO55,8587,CYANOBIUM SP,Cyanobium sp,,microbio
CYANO65,,GLAUCOSPIRA SP (CELLULES),Glaucospira sp (cellules),,microbio
CYANO68,,TAPINOTHRIX SP (CELLULES),Tapinothrix sp (cellules),,microbio
CYANO62,,ARTHROSPIRA SP,Arthrospira sp,,microbio
CYANO64,,EUCAPSIS SP (CELLULES),Eucapsis sp (cellules),,microbio
CYANO66,,GLOEOCAPSA SP (CELLULES),Gloeocapsa sp (cellules),,microbio
CYANO67,,RHABDOGLOEA SP (CELLULES),Rhabdogloea sp (cellules),,microbio
DIATOM1,6376,% DE COLONIES DE DIATOMOPHYCÉES,% de colonies de diatomophycées,,microbio
XANTHO1,6419,% DE COLONIES DE XANTHOPHYCÉES,% de colonies de xanthophycées,,microbio
CHLORO1,6415,% DE COLONIES DE CHLOROPHYCÉES,% de colonies de chlorophycées,,microbio
ZYGOPH1,6432,% DE COLONIES DE ZYGOPHYCÉES,% de colonies de zygophycées,,microbio
EUGLEN1,6377,% DE COLONIES DE EUGLENOPHYCÉES,% de colonies de euglenophycées,,microbio
CRYPTO1,6418,% DE COLONIES DE CRYPTOPHYCÉES,% de colonies de cryptophycées,,microbio
DINOPH1,6417,% DE COLONIES DE DINOPHYCÉES,% de colonies de dinophycées,,microbio
CHRYSO1,6416,% DE COLONIES DE CHRYSOPHYCÉES,% de colonies de chrysophycées,,microbio
CHRYSOP,6416,COLONIES DE CHRYSOPHYCÉES,Colonies de chrysophycées,,microbio
ULOTHRI,6431,COLONIES DE ULOTHRICOPHYCÉES,Colonies de ulothricophycées,,microbio
DIATOMO,6376,COLONIES DE DIATOMOPHYCÉES,Colonies de diatomophycées,,microbio
DINOPHY,6417,COLONIES DE DINOPHYCÉES,Colonies de dinophycées,,microbio
ULOTHR1,6431,% DE COLONIES DE ULOTHRICOPHYCÉES,% de colonies de ulothricophycées,,microbio
CRYPTOP,6418,COLONIES DE CRYPTOPHYCÉES,Colonies de cryptophycées,,microbio
EUGLENO,6377,COLONIES DE EUGLENOPHYCÉES,Colonies de euglenophycées,,microbio
CHLOROP,6415,COLONIES DE CHLOROPHYCÉES,Colonies de chlorophycées,,microbio
RAPHID1,6420,% DE COLONIES DE RAPHIDOPHYCÉES,% de colonies de raphidophycées,,microbio
XANTHOP,6419,COLONIES DE XANTHOPHYCÉES,Colonies de xanthophycées,,microbio
RAPHIDO,6420,COLONIES DE RAPHIDOPHYCÉES,Colonies de raphidophycées,,microbio
ZYGOPHY,6432,COLONIES DE ZYGOPHYCÉES,Colonies de zygophycées,,microbio
CYANO53,,JAAGINEMA SP,,,microbio
SALMQ,1451,SALMONELLA SPP (PRES/ABS) / 5L,Salmonella spp (pres/abs) / 5L,,microbio
BSIR50,1042,BACT. ET SPORES SULFITO-RÉDU./50ML,Bact. et spores sulfito-rédu./50ml,,microbio
CYSPPSD,7552,CYLINDROSPERMOPSINE DISSOUTE,Cylindrospermopsine dissoute,143545-90-8,microbio
CTL,1447,BACTÉRIES COLIFORMES /100ML-ML,Bactéries coliformes /100ml-ML,,microbio
CYANO53,,JAAGINEMA SP,Jaaginema sp,,microbio
STRL,6455,ENTÉROCOQUES /100ML-ML,Entérocoques /100ml-ML,,microbio
SALM,1451,SALMONELLES SP /5L,Salmonelles sp /5l,,microbio
CYANB02,3167,ANABAENOPSIS SP (BIOVOLUME),Anabaenopsis sp (biovolume),,microbio
CYANB61,,CUSPIDOTHRIX SP (BIOVOLUME),Cuspidothrix sp (biovolume),,microbio
CYANB10,3175,CYLINDROSPERMOPSIS SP (BIOVOLUME),Cylindrospermopsis sp (biovolume),,microbio
CYANB26,3191,PLANKTOLYNGBYA SP (BIOVOLUME),Planktolyngbya sp (biovolume),,microbio
CYANB27,3192,PSEUDANABAENA SP (BIOVOLUME),Pseudanabaena sp (biovolume),,microbio
CYANB35,3200,SYNECHOCOCCUS SP (BIOVOLUME),Synechococcus sp (biovolume),,microbio
CYANB38,3203,WORONICHINIA SP (BIOVOLUME),Woronichinia sp (biovolume),,microbio
CYANB05,3170,APHANOTHECE SP (BIOVOLUME),Aphanothece sp (biovolume),,microbio
CYANB17,3182,LIMNOTHRIX SP (BIOVOLUME),Limnothrix sp (biovolume),,microbio
CYANB34,3199,SNOWELLA SP (BIOVOLUME),Snowella sp (biovolume),,microbio
CYANB04,3169,APHANOCAPSA SP (BIOVOLUME),Aphanocapsa sp (biovolume),,microbio
CYANB28,3193,RHAPHIDIOPSIS SP (BIOVOLUME),Rhaphidiopsis sp (biovolume),,microbio
CYANB43,7299,RADIOCYSTIS SP (BIOVOLUME),Radiocystis sp (biovolume),,microbio
CYANB60,,DOLICHOSPERMUM SP (BIOVOLUME),Dolichospermum sp (biovolume),,microbio
CYANB09,3174,COELOSPHAERIUM SP (BIOVOLUME),Coelosphaerium sp (biovolume),,microbio
CYANB46,7650,ROMERIA SP (BIOVOLUME),Romeria sp (biovolume),,microbio
CYANB08,3173,COELOMORON SP (BIOVOLUME),Coelomoron sp (biovolume),,microbio
CYANB11,3176,CYLINDROSPERMUM SP (BIOVOLUME),Cylindrospermum sp (biovolume),,microbio
CYANB21,3186,MICROCYSTIS SP (BIOVOLUME),Microcystis sp (biovolume),,microbio
CYANB51,7919,GEITLERINEMA SP (BIOVOLUME),Geitlerinema sp (biovolume),,microbio
CYANB52,,KOMVOPHORON SP (BIOVOLUME),Komvophoron sp (biovolume),,microbio
CYANB57,,CYANONEPHRON SP (BIOVOLUME),Cyanonephron sp (biovolume),,microbio
CYANB03,3168,APHANIZOMENON SP (BIOVOLUME),Aphanizomenon sp (biovolume),,microbio
CYANB19,3184,MERISMOPEDIA SP (BIOVOLUME),Merismopedia sp (biovolume),,microbio
CYANB24,3189,OSCILLATORIA SP (BIOVOLUME),Oscillatoria sp (biovolume),,microbio
CYANB39,3204,PLANKTOTHRIX SP (BIOVOLUME),Planktothrix sp (biovolume),,microbio
CYANB48,8111,CYANOGRANIS SP (BIOVOLUME),Cyanogranis sp (biovolume),,microbio
CPS10L,1065,OOCYSTES TOTAUX CRYPTO SP/10 L,Oocystes totaux crypto sp/10 L,,microbio
GIA10L,1064,KYSTES TOTAUX GIARDIA SP/10L,Kystes totaux giardia sp/10L,,microbio
CPSI10L,1065,OOCYSTES INTÈGRES CRYPTO SP/10 L,Oocystes intègres crypto sp/10 L,,microbio
CYANO54,,PALIKIELLA SP,,,microbio
GIAI10L,1064,KYSTES INTÈGRES GIARDIA SP/10L,Kystes intègres giardia sp/10L,,microbio
CYANB18,3183,LYNGBYA SP (BIOVOLUME),Lyngbya sp (biovolume),,microbio
CYANB22,3187,NODULARIA SP (BIOVOLUME),Nodularia sp (biovolume),,microbio
CYANB23,3188,NOSTOC SP (BIOVOLUME),Nostoc sp (biovolume),,microbio
CYANB25,3190,PHORMIDIUM SP (BIOVOLUME),Phormidium sp (biovolume),,microbio
CYANB63,,CHRYSOSPORUM SP (BIOVOLUME),Chrysosporum sp (biovolume),,microbio
CYANB32,3197,SPIRULINA SP (BIOVOLUME),Spirulina sp (biovolume),,microbio
CYANB31,3196,SCYTONEMA SP (BIOVOLUME),Scytonema sp (biovolume),,microbio
CYANB42,8586,LEPTOLYNGBYA (BIOVOLUME),Leptolyngbya (biovolume),,microbio
SALM1LQ,1451,SALMONELLA SPP (PRES/ABS) / 1L,Salmonella spp (pres/abs) / 1L,,microbio
CYANB29,3194,RHABDODERMA SP (BIOVOLUME),Rhabdoderma sp (biovolume),,microbio
CYANB49,,RIVULARIA SP (BIOVOLUME),Rivularia sp (biovolume),,microbio
CYANB14,3179,GOMPHOSPHERIA SP (BIOVOLUME),Gomphospheria sp (biovolume),,microbio
CYANB47,,PANNUS SP (BIOVOLUME),Pannus sp (biovolume),,microbio
CYANB16,3181,LEMMERMANNIELLA SP (BIOVOLUME),Lemmermanniella sp (biovolume),,microbio
CYANB07,3172,CHROOCOCCUS SP (BIOVOLUME),Chroococcus sp (biovolume),,microbio
CYANB45,8584,CYANOCATENA SP (BIOVOLUME),Cyanocatena sp (biovolume),,microbio
CYANB50,,SPHAEROSPERMOPSIS SP (BIOVOLUME),Sphaerospermopsis sp (biovolume),,microbio
CYANO58,,LIMNOCOCCUS SP (CELLULES),Limnococcus sp (cellules),,microbio
COLILER,1449,ESCHERICHIA COLI (DÉTECTION),Escherichia Coli (détection),,microbio
STR_MP,6455,ENTÉROCOQUES /100ML (MP),Entérocoques /100ml (MP),,microbio
ECOL_MP,1449,ESCHERICHIA COLI / 100ML (MP),Escherichia coli / 100ml (MP),,microbio
STRNPPE,6455,ENTEROCOQUES (ENTEROLERT E),Entérocoques (Enterolert E),,microbio
DMLRB,7860,DESMÉTHYL MICROCYSTINE LR BIOMASSE,desméthyl microcystine LR biomasse,120011-66-7,microbio
DMRRD,7859,DESMÉTHYL MICROCYSTINE RR DISSOUTE,desméthyl microcystine RR dissoute,131022-02-1,microbio
DMLRD,7860,DESMÉTHYL MICROCYSTINE LR DISSOUTE,desméthyl microcystine LR dissoute,120011-66-7,microbio
DMRRB,7859,DESMÉTHYL MICROCYSTINE RR BIOMASSE,desméthyl microcystine RR biomasse,131022-02-1,microbio
CYANB01,3166,ANABAENA SP (BIOVOLUME),Anabaena sp (biovolume),,microbio
CYANB06,3171,CALOTHRIX SP (BIOVOLUME),Calothrix sp (biovolume),,microbio
CYANB20,3185,MICROCOLEUS SP (BIOVOLUME),Microcoleus sp (biovolume),,microbio
CYANB53,,JAAGINEMA SP (BIOVOLUME),Jaaginema (biovolume),,microbio
CYANB15,3180,HAPALOSIPHON SP (BIOVOLUME),Hapalosiphon sp (biovolume),,microbio
CYANB37,3202,UMEZAKIA SP (BIOVOLUME),Umezakia sp (biovolume),,microbio
CYANB12,3177,FISCHERELLA SP (BIOVOLUME),Fischerella sp (biovolume),,microbio
CYANB36,3201,TRICHODESMIUM SP (BIOVOLUME),Trichodesmium sp (biovolume),,microbio
STAPHP,1049,STAPHYLOCOQUES PATHOGÈNES PAR 100ML,Staphylocoques pathogènes par 100ml,,microbio
BFE,6286,BACTÉRIES FERRUGINEUSES,Bactéries ferrugineuses,,microbio
CPSVFIL,1065,CRYPTOSPORIDIUM SP / VOLUME FILTRÉ,Cryptosporidium sp / volume filtré,,microbio
976CYAN53,,Jaaginema sp,? Jaaginema sp (cyanobacterie),,microbio
976CYAN54,,Palikiella sp,Palikiella sp (cyanobacterie),,microbio
GIAVFIL,1064,AMIBE GIARDIA /VOLUME FILTRÉ (L),Amibe giardia /volume filtré (L),,microbio
SALM1L,1451,SALMONELLES SP /1L,Salmonelles sp /1l,,microbio
PSF,1978,PSEUDOMONAS FLUORESCENS,Pseudomonas fluorescens,,microbio
BSR,6285,BACTÉRIES SULFATO-RÉDUCTRICES,Bactéries sulfato-réductrices,,microbio
EVIR,1056,ENTÉROVIRUS,Entérovirus,,microbio
LEGIOP,1048,LÉGIONELLA PNEUMOPHILA SP,Légionella pneumophila sp,,microbio
ANAE50,1042,SPORES BACT.ANAÉR.SULFITO-RÉD./50ML,Spores Bact.Anaér.Sulfito-réd./50ml,,microbio
CYANB62,,ARTHROSPIRA SP (BIOVOLUME),Arthrospira sp (biovolume),,microbio
CYANB66,,GLOEOCAPSA SP (BIOVOLUME),Gloeocapsa sp (biovolume),,microbio
STR250S,6455,ENTÉROCOQUES  /250 ML-MS,Entérocoques  /250 ml-MS,,microbio
AER,1052,AÉROMONAS SP,Aéromonas sp,,microbio
CYANB44,8585,SYNECHOCYSTIS SP (BIOVOLUME),Synechocystis sp (biovolume),,microbio
CYANB65,,GLAUCOSPIRA SP (BIOVOLUME),Glaucospira sp (biovolume),,microbio
CYANB55,8587,CYANOBIUM SP (BIOVOLUME),Cyanobium sp (biovolume),,microbio
CYANB13,3178,GLOEOTRICHIA SP (BIOVOLUME),Gloeotrichia sp (biovolume),,microbio
CYANB40,,HOMOEOTHRIX (TAPINOTHRIX) SP (BIOVOLUME),Homoeothrix (Tapinothrix) sp (biovolume),,microbio
CYANB33,3198,SYMPLOCA SP (BIOVOLUME),Symploca sp (biovolume),,microbio
CYANB67,7922,RHABDOGLOEA SP (BIOVOLUME),Rhabdogloea sp (biovolume),,microbio
CYANB30,3195,SCHIZOTHRIX SP (BIOVOLUME),Schizothrix sp (biovolume),,microbio
CYANB64,,EUCAPSIS SP (BIOVOLUME),Eucapsis sp (biovolume),,microbio
CYANB68,,TAPINOTHRIX SP (BIOVOLUME),Tapinothrix sp (biovolume),,microbio
GIARDIA,1064,GIARDIA SPP,Giardia spp,,microbio
CPS20L,1065,OOCYSTES TOTAUX CRYPTO SP/20 L,Oocystes totaux crypto sp/20 L,,microbio
ECOL250,1449,ESCHERICHIA COLI /250ML -MF,Escherichia coli /250ml -MF,,microbio
NOVO-2,7655,NOROVIRUS GÉNOGROUPE 2,Génome de Norovirus génogroupe 2,,microbio
MOIS,1067,MOISISSURES,Moisissures,,microbio
AERH,1991,AÉROMONAS HYDROPHILA,Aéromonas hydrophila,,microbio
GIARDIA,1064,AMIBE GIARDIA,Amibe giardia,,microbio
PSA250B,1046,PSEUDOMONAS AÉRUGINOSA N/250ML -3JR,Pseudomonas aéruginosa n/250ml -3Jr,,microbio
SHI,1050,SHIGELLA SP,Shigella sp,,microbio
CT250S,1447,BACTÉRIES COLIFORMES /250ML-MS,Bactéries coliformes /250ml-MS,,microbio
NOVO-1,7654,NOROVIRUS GÉNOGROUPE 1,Génome de Norovirus génogroupe 1,,microbio
SAXIT,7551,SAXITOXINE TOTALE,Saxitoxine totale,35523-89-8,microbio
ANTXA,7550,ANATOXINE A TOTALE,Anatoxine A totale,64285-06-9,microbio
ANTXA,7550,ANATOXINES A TOTALES,Anatoxines A totales,64285-06-9,microbio
SAXIT,7551,SAXITOXINES TOTALES,Saxitoxines totales,35523-89-8,microbio
SAXIT_D,7551,SAXITOXINE DISSOUTE,Saxitoxine dissoute,35523-89-8,microbio
ANTXA_D,7550,ANATOXINE A DISSOUTE,Anatoxine A dissoute,64285-06-9,microbio
SAXIT_B,7551,SAXITOXINE DANS LA BIOMASSE,Saxitoxine dans la biomasse,35523-89-8,microbio
ANTXA_B,7550,ANATOXINE A DANS LA BIOMASSE,Anatoxine A dans la biomasse,64285-06-9,microbio
CPYL,1993,CAMPYLOBACTER,Campylobacter,,microbio
OCHRO01,,GONIOCHLORIS,Goniochloris,,microbio
CYANB41,7921,CYANODICTYON (BIOVOLUME),Cyanodictyon (biovolume),,microbio
TOXD24,1356,TOXICITÉ DAPHNIES 24H,Toxicité daphnies 24h,,microbio
CYSPPSB,7552,CYLINDROSPERMOPSINE DANS LA BIOMASSE,Cylindrospermopsine dans la biomasse,143545-90-8,microbio
NOD_B,6433,NODULARINE DANS LA BIOMASSE,Nodularine dans la biomasse,118399-22-7,microbio
NOD_D,6433,NODULARINE DISSOUTE,Nodularine dissoute,118399-22-7,microbio
CYSPPS,7552,CYLINDROSPERMOPSINE TOTALE,Cylindrospermopsine totale,143545-90-8,microbio
CYSPPS,7552,CYLINDROSPERMOPSINES TOTALES,Cylindrospermopsines totales,143545-90-8,microbio
NODULA,6433,NODULARINE TOTALE,Nodularine totale,118399-22-7,microbio
RALPHA2,1034,ACTIVITÉ ALPHA GLOBALE EN BQ/L,Activité alpha globale en Bq/L,,radioactivité
RBETA2,1035,ACTIVITÉ BÉTA GLOBALE EN BQ/L,Activité béta globale en Bq/L,,radioactivité
ACTITR,2098,ACTIVITÉ TRITIUM (3H),Activité Tritium (3H),,radioactivité
RBETA2R,2955,ACTIVITÉ BÉTA GLOB. RÉSIDUELLE BQ/L,Activité béta glob. résiduelle Bq/L,,radioactivité
ACTIK40,1036,ACTIVITÉ BÊTA ATTRIBUABLE AU K40,Activité bêta attribuable au K40,,radioactivité
ACTRN22,2060,ACTIVITÉ RADON 222,Activité Radon 222,14859-67-7,radioactivité
ACTPB10,1998,ACTIVITÉ PLOMB 210,Activité Plomb 210,,radioactivité
ACTRD28,1963,ACTIVITÉ RADIUM 228,Activité Radium 228,,radioactivité
ACTU238,2899,ACTIVITÉ URANIUM 238,Activité Uranium 238,,radioactivité
ACTU234,2549,ACTIVITÉ URANIUM 234,Activité Uranium 234,,radioactivité
ACTRD26,1964,ACTIVITÉ RADIUM 226,Activité Radium 226,,radioactivité
ACTPO10,2550,ACTIVITÉ POLONIUM 210,Activité Polonium 210,,radioactivité
ACTU235,2558,ACTIVITÉ URANIUM 235,Activité Uranium 235,,radioactivité
ACTSR90,1030,ACTIVITÉ STRONTIUM 90,Activité Strontium 90,,radioactivité
ACTAM41,2557,ACTIVITÉ AMÉRICIUM 241,Activité Américium 241,,radioactivité
ACTCS37,1031,ACTIVITÉ CÉSIUM 137,Activité Césium 137,,radioactivité
ACTI131,2553,ACTIVITÉ IODE 131,Activité Iode 131,,radioactivité
ACTCS34,1962,ACTIVITÉ CÉSIUM 134,Activité Césium 134,,radioactivité
ACTC14,2556,ACTIVITÉ CARBONE 14,Activité Carbone 14,,radioactivité
ACTPLU2,2952,ACTIVITÉ PLUTONIUM 239 & 240,Activité Plutonium 239 & 240,,radioactivité
ACTCO60,2554,ACTIVITÉ COBALT  60,Activité Cobalt  60,,radioactivité
ACTP238,2551,ACTIVITÉ PLUTONIUM 238,Activité Plutonium 238,,radioactivité
ACTPU,2953,"ACTIVITÉ PLUTONIUM 238, 239 ET 240","Activité Plutonium 238, 239 et 240",,radioactivité
DI,2059,DOSE INDICATIVE,Dose indicative,,radioactivité
DTI,2059,DOSE TOTALE INDICATIVE (UTILISER DI,Dose totale indicative (utiliser DI),,radioactivité
COT,1841,CARBONE ORGANIQUE TOTAL,Carbone organique total,,non classé
ACRYL,1457,ACRYLAMIDE,Acrylamide,79-06-1,non classé
EPICL,1494,EPICHLOROHYDRINE,Epichlorohydrine,106-89-8,non classé
BA,1396,BARYUM,Baryum,7440-39-3,non classé
BMG,1362,BORE MG/L,Bore mg/L,7440-42-8,non classé
CYANT,1390,CYANURES TOTAUX,Cyanures totaux,,non classé
PLVACR,,PRÉLÈVEMENT SOUS ACRÉDITATION,Prélèvement sous acréditation,,non classé
CO2,1344,ANHYDRIDE CARBONIQUE LIBRE,Anhydride carbonique libre,124-38-9,non classé
TCLC,1276,TÉTRACHLORURE DE CARBONE,Tétrachlorure de carbone,56-23-5,non classé
PHTB,1847,PHOSPHATE DE TRIBUTYLE,Phosphate de tributyle,126-73-8,non classé
NH4_NAT,1335,AMMONIUM D'ORIGINE NATURELLE,Ammonium d'origine naturelle,14798-03-9,non classé
IODO,2741,IODOCARB,Iodocarb,55406-53-6,non classé
CO2A,6426,ANHYDRIDE CARBONIQUE AGRESSIF,Anhydride carbonique agressif,,non classé
